model,scenario,ssp
REMIND-MAgPIE 2.1-4.2,EN_NoPolicy,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-95th,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-median,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-95th,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-median,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Delayed Transition,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),2
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-95th,
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-median,
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-NPi,2
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,2
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NPi,1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,2
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NPi,2
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Base,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Npi,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,2
REMIND-Transport 2.1,Transport_Budg1100_Conv,2
REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,2
REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,2
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,2
REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,2
REMIND-Transport 2.1,Transport_Budg1100_H2Push,2
REMIND-Transport 2.1,Transport_NDC_Conv,2
REMIND-Transport 2.1,Transport_NPi_Conv,2
TIAM-ECN 1.1,EN_INDCi2030_1000,2
TIAM-ECN 1.1,EN_INDCi2030_1000_COV,2
TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,2
TIAM-ECN 1.1,EN_INDCi2030_1000f,2
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,2
TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,2
TIAM-ECN 1.1,EN_INDCi2030_1200,2
TIAM-ECN 1.1,EN_INDCi2030_1200f,2
TIAM-ECN 1.1,EN_INDCi2030_1400,2
TIAM-ECN 1.1,EN_INDCi2030_1400f,2
TIAM-ECN 1.1,EN_INDCi2030_1600,2
TIAM-ECN 1.1,EN_INDCi2030_1600f,2
TIAM-ECN 1.1,EN_INDCi2030_2000,2
TIAM-ECN 1.1,EN_INDCi2030_2000f,2
TIAM-ECN 1.1,EN_INDCi2030_2500,2
TIAM-ECN 1.1,EN_INDCi2030_2500f,2
TIAM-ECN 1.1,EN_INDCi2030_3000,2
TIAM-ECN 1.1,EN_INDCi2030_3000f,2
TIAM-ECN 1.1,EN_INDCi2030_900,2
TIAM-ECN 1.1,EN_INDCi2030_900f,2
TIAM-ECN 1.1,EN_INDCi2100,2
TIAM-ECN 1.1,EN_INDCi2100_COV,2
TIAM-ECN 1.1,EN_INDCi2100_NDCp,2
TIAM-ECN 1.1,EN_NPi2020_1000,2
TIAM-ECN 1.1,EN_NPi2020_1000_COV,2
TIAM-ECN 1.1,EN_NPi2020_1000f,2
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,2
TIAM-ECN 1.1,EN_NPi2020_1200,2
TIAM-ECN 1.1,EN_NPi2020_1200f,2
TIAM-ECN 1.1,EN_NPi2020_1400,2
TIAM-ECN 1.1,EN_NPi2020_1400f,2
TIAM-ECN 1.1,EN_NPi2020_1600,2
TIAM-ECN 1.1,EN_NPi2020_1600f,2
TIAM-ECN 1.1,EN_NPi2020_2000,2
TIAM-ECN 1.1,EN_NPi2020_2000f,2
TIAM-ECN 1.1,EN_NPi2020_2500,2
TIAM-ECN 1.1,EN_NPi2020_2500f,2
TIAM-ECN 1.1,EN_NPi2020_3000,2
TIAM-ECN 1.1,EN_NPi2020_3000f,2
TIAM-ECN 1.1,EN_NPi2020_800,2
TIAM-ECN 1.1,EN_NPi2020_800f,2
TIAM-ECN 1.1,EN_NPi2020_900,2
TIAM-ECN 1.1,EN_NPi2020_900f,2
TIAM-ECN 1.1,EN_NPi2100,2
TIAM-ECN 1.1,EN_NPi2100_COV,2
WITCH 4.6,DISCRATE_Ref_dr2p,2
WITCH 4.6,DISCRATE_Ref_dr3p,2
WITCH 4.6,DISCRATE_Ref_dr4p,2
WITCH 4.6,DISCRATE_Ref_dr5p,2
WITCH 5.0,CO_2Deg2020,2
WITCH 5.0,CO_2Deg2030,2
WITCH 5.0,CO_BAU,2
WITCH 5.0,CO_Bridge,2
WITCH 5.0,CO_CurPol,2
WITCH 5.0,CO_GPP,2
WITCH 5.0,CO_NDC_2050convergence,2
WITCH 5.0,CO_NDCplus,2
WITCH 5.0,EN_INDCi2030_1000,2
WITCH 5.0,EN_INDCi2030_1000_NDCp,2
WITCH 5.0,EN_INDCi2030_1000f,2
WITCH 5.0,EN_INDCi2030_1000f_NDCp,2
WITCH 5.0,EN_INDCi2030_1200,2
WITCH 5.0,EN_INDCi2030_1200_NDCp,2
WITCH 5.0,EN_INDCi2030_1200f,2
WITCH 5.0,EN_INDCi2030_1200f_NDCp,2
WITCH 5.0,EN_INDCi2030_1400,2
WITCH 5.0,EN_INDCi2030_1400_NDCp,2
WITCH 5.0,EN_INDCi2030_1400f,2
WITCH 5.0,EN_INDCi2030_1400f_NDCp,2
WITCH 5.0,EN_INDCi2030_1600,2
WITCH 5.0,EN_INDCi2030_1600_NDCp,2
WITCH 5.0,EN_INDCi2030_1600f,2
WITCH 5.0,EN_INDCi2030_1600f_NDCp,2
WITCH 5.0,EN_INDCi2030_1800,2
WITCH 5.0,EN_INDCi2030_1800_NDCp,2
WITCH 5.0,EN_INDCi2030_1800f,2
WITCH 5.0,EN_INDCi2030_1800f_NDCp,2
WITCH 5.0,EN_INDCi2030_2000,2
WITCH 5.0,EN_INDCi2030_2000_NDCp,2
WITCH 5.0,EN_INDCi2030_2000f,2
WITCH 5.0,EN_INDCi2030_2000f_NDCp,2
WITCH 5.0,EN_INDCi2030_2500,2
WITCH 5.0,EN_INDCi2030_2500_NDCp,2
WITCH 5.0,EN_INDCi2030_2500f,2
WITCH 5.0,EN_INDCi2030_2500f_NDCp,2
WITCH 5.0,EN_INDCi2030_3000,2
WITCH 5.0,EN_INDCi2030_3000_NDCp,2
WITCH 5.0,EN_INDCi2030_3000f,2
WITCH 5.0,EN_INDCi2030_3000f_NDCp,2
WITCH 5.0,EN_INDCi2030_500f,2
WITCH 5.0,EN_INDCi2030_600f,2
WITCH 5.0,EN_INDCi2030_600f_NDCp,2
WITCH 5.0,EN_INDCi2030_700f,2
WITCH 5.0,EN_INDCi2030_700f_NDCp,2
WITCH 5.0,EN_INDCi2030_800,2
WITCH 5.0,EN_INDCi2030_800_NDCp,2
WITCH 5.0,EN_INDCi2030_800f,2
WITCH 5.0,EN_INDCi2030_800f_NDCp,2
WITCH 5.0,EN_INDCi2030_900,2
WITCH 5.0,EN_INDCi2030_900_NDCp,2
WITCH 5.0,EN_INDCi2030_900f,2
WITCH 5.0,EN_INDCi2030_900f_NDCp,2
WITCH 5.0,EN_INDCi2100,2
WITCH 5.0,EN_INDCi2100_NDCp,2
WITCH 5.0,EN_NPi2020_1000,2
WITCH 5.0,EN_NPi2020_1000f,2
WITCH 5.0,EN_NPi2020_1200,2
WITCH 5.0,EN_NPi2020_1200f,2
WITCH 5.0,EN_NPi2020_1400,2
WITCH 5.0,EN_NPi2020_1400f,2
WITCH 5.0,EN_NPi2020_1600,2
WITCH 5.0,EN_NPi2020_1600f,2
WITCH 5.0,EN_NPi2020_1800,2
WITCH 5.0,EN_NPi2020_1800f,2
WITCH 5.0,EN_NPi2020_2000,2
WITCH 5.0,EN_NPi2020_2000f,2
WITCH 5.0,EN_NPi2020_2500,2
WITCH 5.0,EN_NPi2020_2500f,2
WITCH 5.0,EN_NPi2020_3000,2
WITCH 5.0,EN_NPi2020_3000f,2
WITCH 5.0,EN_NPi2020_400f,2
WITCH 5.0,EN_NPi2020_450,2
WITCH 5.0,EN_NPi2020_450f,2
WITCH 5.0,EN_NPi2020_500,2
WITCH 5.0,EN_NPi2020_500f,2
WITCH 5.0,EN_NPi2020_600,2
WITCH 5.0,EN_NPi2020_600f,2
WITCH 5.0,EN_NPi2020_700,2
WITCH 5.0,EN_NPi2020_700f,2
WITCH 5.0,EN_NPi2020_800,2
WITCH 5.0,EN_NPi2020_800f,2
WITCH 5.0,EN_NPi2020_900,2
WITCH 5.0,EN_NPi2020_900f,2
WITCH 5.0,EN_NPi2100,2
WITCH 5.0,EN_NoPolicy,2
WITCH-GLOBIOM 3.1,SSP1-19,1
WITCH-GLOBIOM 3.1,SSP1-Baseline,1
WITCH-GLOBIOM 3.1,SSP2-Baseline,2
WITCH-GLOBIOM 3.1,SSP3-Baseline,3
WITCH-GLOBIOM 3.1,SSP4-19,4
WITCH-GLOBIOM 3.1,SSP4-Baseline,4
WITCH-GLOBIOM 3.1,SSP5-Baseline,5
WITCH-GLOBIOM 4.2,ADVANCE_NoPolicy,2
WITCH-GLOBIOM 4.2,EMF30_BCOC-EndU,2
WITCH-GLOBIOM 4.2,EMF30_Baseline,2
WITCH-GLOBIOM 4.2,EMF30_CH4-Only,2
WITCH-GLOBIOM 4.2,EMF30_D_BCOC-Red,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-CH4,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-EndU,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-SLCF,2
WITCH-GLOBIOM 4.2,EMF30_SLCF,2
WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600,2
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,2
WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_400,2
WITCH-GLOBIOM 4.4,CD-LINKS_NoPolicy,2
